Year,Job_Title,Salary_USD,Industry,Location,Experience_Level,AI_Adoption_Level,Required_Skills,Job_Openings,Remote_Work,Growth_Rate,Company_Size,Job_Type,Gender_Diversity_Index,Hiring_Frequency,Skill_Complexity
2018,Data Scientist,87485,Research,Austin,Mid,Medium,"Python, ML, AI",484,Hybrid,9.5,Small (<50 employees),Contract,0.77,Low,Low
2023,Salesforce Consultant,83076,Manufacturing,Miami,Junior,High,"Sales, CRM",278,No,9.4,Large (>500 employees),Contract,0.79,High,Medium
2015,AI Researcher,124988,Education,San Jose,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",291,Hybrid,1.2,Medium (50-500 employees),Internship,0.27,Medium,Low
2012,AI Researcher,89065,Research,Boston,Senior,High,"AI, Research, TensorFlow, PyTorch",287,Yes,7.0,Medium (50-500 employees),Internship,0.28,Medium,Medium
2019,Data Scientist,68390,Manufacturing,Chicago,Junior,High,"Python, SQL, Stats",399,Hybrid,19.3,Medium (50-500 employees),Contract,0.16,High,High
2024,AI Researcher,133962,Healthcare,Miami,Mid,Low,"AI, Research, TensorFlow, PyTorch",449,Yes,21.2,Medium (50-500 employees),Contract,0.98,Low,Medium
2022,ML Engineer,90625,Finance,Seattle,Mid,Medium,"AI, Research, TensorFlow, PyTorch",340,Yes,9.6,Small (<50 employees),Contract,0.33,High,Medium
2023,AI Researcher,104987,Retail,Austin,Mid,Low,"Sales, CRM, TensorFlow, PyTorch",323,Yes,24.0,Small (<50 employees),Full-time,0.49,High,High
2015,AI Researcher,137687,Technology,San Jose,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",67,No,9.0,Large (>500 employees),Part-time,0.24,High,Medium
2013,AI Researcher,84820,Retail,Boston,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",195,No,1.8,Small (<50 employees),Part-time,0.91,Medium,Medium
2023,Data Scientist,141127,Manufacturing,Houston,Senior,High,"AI, Research",238,No,7.5,Large (>500 employees),Part-time,0.38,Medium,High
2016,AI Researcher,137185,Manufacturing,New York,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",467,No,2.8,Small (<50 employees),Internship,0.7,High,Low
2015,Salesforce Administrator,81382,Education,Boston,Junior,Low,"Python, SQL, Stats",102,Yes,13.8,Small (<50 employees),Contract,0.52,Medium,High
2024,AI Engineer,79592,Technology,Houston,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",369,Yes,24.7,Small (<50 employees),Contract,0.22,High,High
2014,AI Researcher,96032,Technology,Boston,Mid,High,"AI, Research, TensorFlow, PyTorch",65,Yes,9.9,Medium (50-500 employees),Internship,0.89,High,Medium
2022,Salesforce Developer,85953,Technology,Austin,Junior,Medium,"Python, SQL, Stats",397,No,3.8,Large (>500 employees),Internship,0.65,Low,High
2017,Data Scientist,80275,Healthcare,New York,Junior,High,"AI, Research",155,Hybrid,4.3,Small (<50 employees),Contract,0.3,Low,Medium
2017,AI Researcher,100155,Education,Austin,Senior,High,"AI, Research, TensorFlow, PyTorch",172,No,22.8,Medium (50-500 employees),Internship,0.56,Medium,High
2016,AI Researcher,83790,Healthcare,Houston,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",226,Hybrid,14.5,Medium (50-500 employees),Internship,0.36,High,Medium
2022,Salesforce Developer,122325,Finance,Miami,Junior,Medium,"Python, SQL, Stats",372,No,16.2,Large (>500 employees),Contract,0.64,High,Medium
2016,DL Engineer,96669,Education,Chicago,Mid,High,"Sales, CRM, TensorFlow, PyTorch",357,No,1.6,Small (<50 employees),Full-time,0.71,Low,Medium
2012,Salesforce Developer,114648,Manufacturing,Boston,Mid,Medium,"Python, ML, AI",387,No,9.2,Small (<50 employees),Contract,0.74,High,Low
2020,AI Researcher,68451,Technology,Austin,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",52,Yes,2.4,Small (<50 employees),Contract,0.32,High,Medium
2015,Data Scientist,130984,Education,New York,Mid,Medium,"Python, ML, AI",447,Hybrid,14.2,Small (<50 employees),Part-time,0.96,Medium,Medium
2023,AI Researcher,73838,Finance,Houston,Mid,Medium,"AI, Research, TensorFlow, PyTorch",68,No,19.0,Medium (50-500 employees),Part-time,0.52,Medium,Medium
2018,Data Scientist,63856,Finance,Houston,Junior,High,"Python, ML, AI",172,Hybrid,22.9,Large (>500 employees),Full-time,0.18,Medium,High
2022,AI Researcher,61739,Education,Seattle,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",53,No,6.8,Small (<50 employees),Contract,0.36,Low,Low
2022,Data Scientist,91373,Research,Seattle,Senior,Medium,"Sales, CRM",327,No,8.1,Small (<50 employees),Internship,0.89,Medium,Low
2010,Salesforce Administrator,115515,Education,Houston,Junior,High,"AI, Research",293,No,11.0,Small (<50 employees),Contract,0.23,High,Low
2011,AI Engineer,63375,Healthcare,Chicago,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",286,Yes,13.5,Medium (50-500 employees),Internship,0.8,Low,Medium
2010,AI Researcher,97181,Finance,San Jose,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",180,Hybrid,12.0,Medium (50-500 employees),Internship,0.9,High,High
2015,Data Scientist,122061,Education,Miami,Junior,Medium,"Sales, CRM",148,Yes,3.1,Large (>500 employees),Internship,0.42,High,High
2012,Data Scientist,145386,Healthcare,New York,Senior,Low,"Python, ML, AI",239,No,15.4,Large (>500 employees),Part-time,0.65,Medium,Medium
2015,Data Scientist,140417,Finance,Boston,Junior,Medium,"Python, SQL, Stats",413,Hybrid,8.1,Medium (50-500 employees),Internship,0.11,Low,Medium
2016,Salesforce Administrator,100035,Manufacturing,New York,Junior,Low,"Python, ML, AI",156,Yes,21.6,Medium (50-500 employees),Full-time,0.12,Medium,Medium
2021,Salesforce Developer,101974,Education,Houston,Senior,High,"AI, Research",203,No,12.9,Small (<50 employees),Full-time,0.25,High,Medium
2016,Salesforce Developer,127273,Education,Miami,Junior,Medium,"Python, ML, AI",362,Hybrid,4.4,Small (<50 employees),Contract,0.96,High,Low
2011,AI Researcher,117454,Healthcare,Miami,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",340,No,14.8,Small (<50 employees),Internship,0.75,Low,Low
2020,Data Scientist,94851,Education,Miami,Mid,High,"Python, SQL, Stats",213,Hybrid,21.3,Small (<50 employees),Part-time,0.92,High,Medium
2018,Salesforce Consultant,142609,Healthcare,Chicago,Mid,High,"AI, Research",178,Yes,1.5,Medium (50-500 employees),Internship,0.23,Medium,High
2015,AI Researcher,138906,Retail,Seattle,Junior,Medium,"AI, Research, TensorFlow, PyTorch",92,Hybrid,6.2,Large (>500 employees),Contract,0.44,Low,Low
2021,AI Researcher,105054,Research,Chicago,Senior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",305,No,22.5,Medium (50-500 employees),Part-time,0.34,High,High
2019,ML Engineer,62811,Manufacturing,Chicago,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",328,No,21.8,Large (>500 employees),Internship,0.97,High,High
2010,Salesforce Administrator,105150,Education,San Jose,Senior,Low,"Python, SQL, Stats",263,Yes,14.7,Medium (50-500 employees),Part-time,0.7,Medium,Low
2015,Data Scientist,148372,Technology,Boston,Mid,Medium,"Python, ML, AI",175,Yes,6.9,Medium (50-500 employees),Contract,0.38,High,Medium
2012,AI Engineer,111021,Research,New York,Mid,High,"Sales, CRM, TensorFlow, PyTorch",340,Yes,22.5,Small (<50 employees),Part-time,0.42,High,Medium
2022,AI Researcher,70408,Education,San Jose,Mid,High,"Sales, CRM, TensorFlow, PyTorch",165,Yes,2.8,Large (>500 employees),Contract,0.62,High,High
2016,AI Researcher,145504,Finance,San Francisco,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",70,No,16.7,Medium (50-500 employees),Part-time,0.31,Low,Medium
2021,AI Researcher,83775,Finance,New York,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",407,No,16.9,Small (<50 employees),Part-time,0.31,High,Medium
2012,AI Engineer,140306,Education,Chicago,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",368,No,8.2,Small (<50 employees),Internship,0.2,High,Medium
2024,AI Engineer,98812,Retail,Chicago,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",275,No,19.9,Large (>500 employees),Internship,0.96,Low,Medium
2020,ML Engineer,106184,Healthcare,Seattle,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",166,Yes,11.2,Large (>500 employees),Contract,0.25,High,Medium
2019,AI Engineer,109307,Education,Chicago,Junior,Low,"AI, Research, TensorFlow, PyTorch",433,Hybrid,3.1,Small (<50 employees),Part-time,0.64,Medium,Medium
2023,AI Researcher,130951,Finance,San Francisco,Junior,High,"Sales, CRM, TensorFlow, PyTorch",73,Yes,23.6,Small (<50 employees),Internship,0.54,Medium,Medium
2017,ML Engineer,99280,Education,Chicago,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",150,No,16.1,Large (>500 employees),Full-time,0.51,Medium,High
2016,Salesforce Consultant,93976,Technology,Houston,Junior,Medium,"Sales, CRM",313,No,21.3,Large (>500 employees),Internship,0.42,High,Medium
2022,Salesforce Developer,146459,Research,Austin,Mid,Low,"Python, SQL, Stats",246,Yes,21.1,Medium (50-500 employees),Contract,0.28,Medium,Medium
2016,Salesforce Developer,66164,Technology,New York,Junior,Low,"Python, SQL, Stats",310,Hybrid,10.3,Small (<50 employees),Full-time,0.9,High,Medium
2011,Data Scientist,129266,Technology,Chicago,Mid,High,"Sales, CRM",70,No,9.3,Large (>500 employees),Full-time,0.32,Medium,Medium
2017,AI Researcher,123361,Retail,San Jose,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",89,No,1.7,Small (<50 employees),Internship,0.21,Medium,Medium
2019,AI Researcher,76623,Healthcare,New York,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",132,Yes,12.6,Medium (50-500 employees),Contract,0.26,High,High
2019,ML Engineer,67072,Research,Miami,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",390,Hybrid,4.3,Medium (50-500 employees),Contract,0.25,High,Medium
2012,Salesforce Administrator,72546,Healthcare,Austin,Mid,Medium,"Python, ML, AI",228,Yes,21.5,Medium (50-500 employees),Part-time,0.21,Medium,Low
2016,Salesforce Administrator,135203,Healthcare,Houston,Senior,Low,"Python, SQL, Stats",354,Yes,18.0,Large (>500 employees),Full-time,0.99,Medium,Medium
2018,AI Researcher,88811,Research,Miami,Mid,High,"Sales, CRM, TensorFlow, PyTorch",485,Yes,14.0,Small (<50 employees),Part-time,0.74,Medium,Low
2010,Salesforce Administrator,93339,Finance,Austin,Junior,Low,"Python, ML, AI",91,Hybrid,17.7,Large (>500 employees),Internship,0.29,Medium,High
2017,AI Engineer,142338,Manufacturing,Boston,Junior,Low,"AI, Research, TensorFlow, PyTorch",71,No,23.3,Small (<50 employees),Internship,0.41,Low,Medium
2015,Salesforce Developer,92773,Finance,San Jose,Mid,Low,"Python, SQL, Stats",315,Hybrid,24.7,Small (<50 employees),Part-time,0.64,High,Low
2014,Data Scientist,74357,Manufacturing,Austin,Mid,High,"Python, SQL, Stats",468,Hybrid,18.1,Medium (50-500 employees),Internship,0.65,High,Medium
2017,Data Scientist,90724,Research,Miami,Senior,High,"Sales, CRM",231,Yes,11.8,Small (<50 employees),Full-time,0.47,Medium,Medium
2014,Salesforce Administrator,64629,Research,Boston,Senior,Low,"Python, SQL, Stats",280,Hybrid,15.0,Small (<50 employees),Internship,0.54,High,Medium
2021,ML Engineer,61591,Healthcare,San Jose,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",427,No,19.9,Large (>500 employees),Part-time,0.29,High,Medium
2013,Salesforce Consultant,140721,Technology,New York,Junior,Low,"Python, ML, AI",317,Hybrid,3.3,Medium (50-500 employees),Part-time,0.25,High,High
2010,Data Scientist,139823,Research,San Jose,Mid,Medium,"Python, SQL, Stats",197,Hybrid,14.2,Medium (50-500 employees),Internship,0.46,Low,Medium
2020,Data Scientist,149338,Retail,New York,Junior,Medium,"Python, ML, AI",176,No,3.8,Small (<50 employees),Full-time,0.56,Medium,Medium
2023,Salesforce Developer,84049,Technology,San Jose,Senior,Medium,"Python, ML, AI",274,Yes,13.6,Large (>500 employees),Internship,0.46,High,High
2011,ML Engineer,97434,Technology,Houston,Mid,High,"AI, Research, TensorFlow, PyTorch",276,No,7.3,Small (<50 employees),Internship,0.87,High,Medium
2024,Salesforce Developer,96235,Technology,Boston,Senior,High,"AI, Research",152,Yes,6.4,Small (<50 employees),Part-time,0.92,High,High
2012,AI Researcher,78512,Retail,Seattle,Mid,High,"AI, Research, TensorFlow, PyTorch",141,Yes,18.8,Medium (50-500 employees),Part-time,0.9,High,High
2015,Salesforce Consultant,129112,Technology,Miami,Junior,High,"Python, SQL, Stats",83,Yes,17.1,Small (<50 employees),Part-time,0.82,Low,Low
2013,Data Scientist,84581,Education,San Jose,Junior,Medium,"Sales, CRM",103,No,10.8,Small (<50 employees),Contract,0.75,Low,Medium
2019,DL Engineer,127203,Technology,San Francisco,Senior,Medium,"AI, Research, TensorFlow, PyTorch",151,No,17.1,Small (<50 employees),Part-time,0.66,High,Medium
2010,Salesforce Consultant,103529,Manufacturing,Boston,Mid,Medium,"Sales, CRM",132,No,20.2,Medium (50-500 employees),Part-time,0.94,Medium,High
2021,AI Engineer,93677,Healthcare,Seattle,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",251,Hybrid,22.2,Medium (50-500 employees),Contract,0.29,High,Low
2023,Data Scientist,90159,Finance,Houston,Mid,Low,"Python, SQL, Stats",409,Hybrid,8.0,Small (<50 employees),Contract,0.37,High,High
2017,Salesforce Developer,61090,Manufacturing,Houston,Mid,High,"Python, ML, AI",349,No,1.4,Small (<50 employees),Contract,0.73,High,High
2020,Salesforce Administrator,137742,Education,Miami,Junior,Low,"Python, SQL, Stats",494,Hybrid,13.6,Small (<50 employees),Part-time,0.78,Medium,High
2011,Salesforce Developer,104326,Retail,Houston,Junior,Medium,"Sales, CRM",365,No,16.1,Large (>500 employees),Part-time,0.27,Medium,High
2012,AI Researcher,148621,Retail,Austin,Senior,Medium,"AI, Research, TensorFlow, PyTorch",105,Hybrid,2.4,Large (>500 employees),Contract,0.12,Medium,Low
2012,AI Researcher,66818,Education,New York,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",432,Yes,20.8,Large (>500 employees),Internship,0.28,High,Medium
2011,Salesforce Administrator,115343,Healthcare,New York,Mid,Low,"Sales, CRM",500,Hybrid,17.0,Small (<50 employees),Contract,0.43,Medium,High
2011,ML Engineer,104404,Research,San Jose,Senior,Low,"AI, Research, TensorFlow, PyTorch",309,Yes,19.6,Large (>500 employees),Full-time,0.34,High,Medium
2016,AI Researcher,119122,Research,New York,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",488,Yes,12.5,Large (>500 employees),Contract,0.68,Low,Medium
2014,Salesforce Consultant,110685,Technology,Houston,Mid,High,"AI, Research",171,No,14.8,Small (<50 employees),Full-time,0.81,Low,Medium
2016,ML Engineer,93395,Technology,Boston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",139,Yes,23.4,Large (>500 employees),Contract,0.87,High,Medium
2020,Data Scientist,76867,Education,Chicago,Senior,Medium,"Python, ML, AI",175,No,13.4,Medium (50-500 employees),Internship,0.94,High,Low
2022,Data Scientist,76627,Manufacturing,Houston,Mid,High,"Sales, CRM",456,Hybrid,16.7,Small (<50 employees),Part-time,0.16,High,Medium
2021,Salesforce Developer,111579,Education,Houston,Junior,Low,"AI, Research",357,Hybrid,7.0,Large (>500 employees),Internship,0.84,Medium,High
2023,DL Engineer,81217,Education,Austin,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",414,Yes,22.7,Large (>500 employees),Full-time,0.16,Medium,High
2020,Data Scientist,105939,Education,Boston,Mid,High,"Python, SQL, Stats",264,Yes,21.4,Medium (50-500 employees),Internship,0.43,High,Medium
2012,Salesforce Administrator,147844,Finance,Houston,Senior,High,"Python, SQL, Stats",321,Yes,21.7,Large (>500 employees),Internship,0.39,High,Low
2015,AI Researcher,85378,Research,Houston,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",284,Yes,13.7,Medium (50-500 employees),Contract,0.89,High,High
2024,Salesforce Developer,126812,Education,Seattle,Junior,Medium,"Python, ML, AI",389,Hybrid,14.7,Small (<50 employees),Internship,0.23,Low,Low
2024,Data Scientist,88498,Manufacturing,New York,Junior,Low,"Python, ML, AI",385,Hybrid,15.8,Small (<50 employees),Part-time,0.18,High,Low
2019,ML Engineer,90560,Technology,Austin,Junior,High,"AI, Research, TensorFlow, PyTorch",351,Yes,21.8,Medium (50-500 employees),Internship,0.62,Low,Medium
2016,DL Engineer,97901,Healthcare,Boston,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",320,No,19.6,Large (>500 employees),Part-time,0.72,High,Low
2012,Salesforce Developer,100592,Technology,Chicago,Junior,High,"Python, SQL, Stats",437,Hybrid,23.6,Medium (50-500 employees),Contract,0.5,High,High
2011,DL Engineer,106802,Manufacturing,Austin,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",135,Hybrid,13.5,Medium (50-500 employees),Full-time,0.65,Medium,Medium
2013,Salesforce Administrator,92428,Retail,San Jose,Senior,Medium,"Sales, CRM",466,No,6.3,Medium (50-500 employees),Full-time,0.96,High,Medium
2024,AI Researcher,106024,Education,Miami,Senior,Medium,"AI, Research, TensorFlow, PyTorch",284,Hybrid,7.2,Small (<50 employees),Part-time,0.41,Medium,High
2018,Data Scientist,119374,Retail,Boston,Mid,High,"Python, SQL, Stats",388,Yes,16.2,Medium (50-500 employees),Contract,0.67,High,High
2020,AI Researcher,135987,Education,Seattle,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",291,Hybrid,3.0,Small (<50 employees),Contract,0.68,Low,Medium
2024,Data Scientist,65158,Retail,Seattle,Mid,High,"AI, Research",481,Hybrid,16.8,Large (>500 employees),Part-time,0.94,Medium,Low
2015,AI Researcher,106042,Retail,San Francisco,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",263,No,18.9,Medium (50-500 employees),Full-time,0.57,Medium,High
2013,ML Engineer,97521,Education,Chicago,Junior,High,"AI, Research, TensorFlow, PyTorch",233,No,11.1,Medium (50-500 employees),Full-time,0.92,High,Medium
2024,Salesforce Consultant,83637,Retail,Chicago,Junior,High,"Python, SQL, Stats",162,No,12.8,Medium (50-500 employees),Full-time,0.13,High,Medium
2010,ML Engineer,73790,Research,San Jose,Mid,High,"Python, ML, AI, TensorFlow, PyTorch",376,No,7.9,Medium (50-500 employees),Full-time,0.77,High,Medium
2017,Data Scientist,78981,Manufacturing,Austin,Senior,High,"Sales, CRM",234,No,18.2,Small (<50 employees),Part-time,0.82,High,High
2021,AI Researcher,69411,Technology,Miami,Mid,High,"Sales, CRM, TensorFlow, PyTorch",125,Yes,9.2,Small (<50 employees),Part-time,0.93,High,Medium
2022,Salesforce Administrator,117210,Retail,New York,Senior,High,"Python, SQL, Stats",219,Yes,7.9,Medium (50-500 employees),Internship,0.15,Medium,Low
2010,AI Researcher,129496,Finance,New York,Senior,High,"AI, Research, TensorFlow, PyTorch",195,No,22.7,Large (>500 employees),Internship,0.29,High,Medium
2013,Data Scientist,112025,Education,Miami,Mid,Medium,"Python, ML, AI",106,No,7.4,Medium (50-500 employees),Internship,0.97,Low,Low
2012,DL Engineer,134119,Finance,Houston,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",59,Yes,21.7,Small (<50 employees),Full-time,0.54,Medium,Low
2016,Salesforce Developer,102811,Technology,San Francisco,Junior,Low,"AI, Research",263,No,17.9,Small (<50 employees),Part-time,0.43,High,Medium
2023,AI Researcher,125550,Education,San Francisco,Junior,High,"Sales, CRM, TensorFlow, PyTorch",134,Hybrid,6.4,Small (<50 employees),Internship,0.51,High,High
2018,Data Scientist,77053,Manufacturing,Seattle,Senior,High,"Python, SQL, Stats",150,No,17.0,Small (<50 employees),Part-time,0.29,High,Medium
2015,Data Scientist,101822,Finance,Miami,Senior,High,"Python, SQL, Stats",379,No,15.8,Medium (50-500 employees),Full-time,0.49,Medium,High
2011,Data Scientist,119950,Manufacturing,San Francisco,Senior,Low,"Python, ML, AI",269,Yes,14.0,Small (<50 employees),Part-time,0.59,Medium,Medium
2011,Salesforce Administrator,66908,Technology,Austin,Junior,High,"Sales, CRM",86,No,9.4,Large (>500 employees),Part-time,0.47,High,Medium
2012,DL Engineer,141799,Education,Austin,Junior,High,"Sales, CRM, TensorFlow, PyTorch",453,Yes,16.8,Medium (50-500 employees),Full-time,0.42,High,High
2016,AI Researcher,116342,Retail,Chicago,Junior,Low,"AI, Research, TensorFlow, PyTorch",307,Hybrid,2.7,Medium (50-500 employees),Contract,0.95,High,Low
